"osm_id","name","length","highway","has_cycleway","cycleway_typology","relation_id","geojson","lastupdated","city_id","dual_carriageway","pdc_typology"
589707780,"",0.02943281,cycleway,true,Ciclovia,120,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/589707780"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0048883, -8.0429491], [-35.0049404, -8.043013], [-35.0049444, -8.0430193], [-35.0049929, -8.0431085], [-35.0050261, -8.0431746]]}, ""properties"": {""id"": ""way/589707780"", ""highway"": ""cycleway"", ""surface"": ""concrete"", ""crossing"": ""marked"", ""cycleway"": ""crossing""}}]}",,2613701,false,Ciclovia
589707781,"",1.2768356,cycleway,true,Ciclovia,120,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/589707781"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.9973515, -8.0424112], [-34.9973844, -8.0423677], [-34.9974055, -8.0423269], [-34.9975186, -8.0421075], [-34.9976635, -8.041759], [-34.9980152, -8.0409131], [-34.9981202, -8.0406749], [-34.9981887, -8.0404925], [-34.9983345, -8.0401574], [-34.9983965, -8.0400245], [-34.9984783, -8.0398977], [-34.9985937, -8.0397647], [-34.9987301, -8.0396608], [-34.9988833, -8.0395829], [-34.9990229, -8.0395361], [-34.9991404, -8.0395102], [-34.999302, -8.0394998], [-34.9994699, -8.0395112], [-34.9996252, -8.0395496], [-34.9999525, -8.0396598], [-35.0000795, -8.0397034], [-35.0002306, -8.039746], [-35.0005422, -8.0398281], [-35.000709, -8.0398696], [-35.0009388, -8.0399112], [-35.0012158, -8.0399382], [-35.0014425, -8.0399403], [-35.0017415, -8.0399195], [-35.0021382, -8.0398509], [-35.0025169, -8.0397751], [-35.0026743, -8.0397502], [-35.0028338, -8.0397429], [-35.0030059, -8.0397502], [-35.0032137, -8.0397928], [-35.0034309, -8.0398665], [-35.0036355, -8.0399767], [-35.0038306, -8.0401356], [-35.0040059, -8.0403185], [-35.0041202, -8.0405003], [-35.0042073, -8.0406967], [-35.0042493, -8.0408265], [-35.0042829, -8.0409876], [-35.0042986, -8.0411278], [-35.0043062, -8.0412114], [-35.0043049, -8.041347], [-35.0043007, -8.0416286], [-35.0042954, -8.0418405], [-35.0042996, -8.0420244], [-35.0043133, -8.0421335], [-35.0043741, -8.0423237], [-35.0044319, -8.0424577], [-35.0044938, -8.0425668], [-35.0045746, -8.04268], [-35.0047026, -8.042839], [-35.0047771, -8.0428972], [-35.0048582, -8.0429397]]}, ""properties"": {""id"": ""way/589707781"", ""lit"": ""yes"", ""oneway"": ""no"", ""highway"": ""cycleway"", ""surface"": ""asphalt"", ""postal_code"": ""54710-010""}}]}",,2613701,false,Ciclovia
594785994,Avenida Deus é Fiel,0.26568684,secondary,true,Ciclofaixa,120,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/594785994"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.9924108, -8.0411728], [-34.994653, -8.042056]]}, ""properties"": {""id"": ""way/594785994"", ""lit"": ""yes"", ""name"": ""Avenida Deus é Fiel"", ""lanes"": ""3"", ""layer"": ""1"", ""bridge"": ""yes"", ""oneway"": ""yes"", ""highway"": ""secondary"", ""surface"": ""asphalt"", ""postal_code"": ""54710-010"", ""cycleway:right"": ""lane""}}]}",,2613701,false,Ciclovia
803395024,Ramal da Copa,0.7317055,secondary,true,Ciclofaixa,120,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/803395024"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.9943889, -8.0354064], [-34.994313, -8.0354216], [-34.9942652, -8.0354412], [-34.9942322, -8.0354739], [-34.994205, -8.035512], [-34.9941735, -8.0355652], [-34.9941071, -8.0356847], [-34.9940474, -8.0358068], [-34.9938624, -8.0361428], [-34.9935472, -8.0366647], [-34.9931851, -8.0372994], [-34.9930295, -8.0376102], [-34.9927144, -8.0382595], [-34.9925333, -8.0386074], [-34.9921676, -8.0392349], [-34.9916918, -8.0400733], [-34.9916445, -8.0401767], [-34.9916277, -8.0402796], [-34.99162, -8.0403736], [-34.9916256, -8.0404856], [-34.9916421, -8.0405884], [-34.991671, -8.0406604], [-34.9917196, -8.0407392], [-34.9917702, -8.0408052], [-34.9918406, -8.0408734], [-34.9919231, -8.0409406], [-34.9920745, -8.0410347]]}, ""properties"": {""id"": ""way/803395024"", ""lit"": ""yes"", ""name"": ""Ramal da Copa"", ""lanes"": ""2"", ""oneway"": ""yes"", ""highway"": ""secondary"", ""surface"": ""asphalt"", ""maxspeed"": ""60"", ""cycleway:right"": ""lane""}}]}",,2611606,false,Ciclovia
113082369,Avenida Presidente Vargas,0.16237134,residential,false,none,224,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/113082369"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0851993, -7.7867021], [-35.0851493, -7.787663], [-35.0851036, -7.788159]]}, ""properties"": {""id"": ""way/113082369"", ""name"": ""Avenida Presidente Vargas"", ""highway"": ""residential""}}]}",,2601052,false,Ciclorrota
240889771,Avenida Presidente Vargas,0.22452179,residential,false,none,224,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/240889771"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0850869, -7.7889574], [-35.0850964, -7.7894528], [-35.0850736, -7.7895734], [-35.0850178, -7.7905718], [-35.0849914, -7.790972]]}, ""properties"": {""id"": ""way/240889771"", ""name"": ""Avenida Presidente Vargas"", ""highway"": ""residential""}}]}",,2601052,false,Ciclorrota
487076486,Rua Bom Jesus,0.04645888,residential,false,none,224,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/487076486"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0849701, -7.7850866], [-35.0850239, -7.785501]]}, ""properties"": {""id"": ""way/487076486"", ""name"": ""Rua Bom Jesus"", ""highway"": ""residential""}}]}",,2601052,false,Ciclorrota
1184013163,Rua Professora Josefa Aguiar,0.06394873,residential,false,none,224,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/1184013163"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0851993, -7.7867021], [-35.0846189, -7.7866941]]}, ""properties"": {""id"": ""way/1184013163"", ""name"": ""Rua Professora Josefa Aguiar"", ""highway"": ""residential""}}]}",,2601052,false,Ciclorrota
1184013164,Rua Trinta e Um de Março,0.12572242,residential,false,none,224,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/1184013164"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0846189, -7.7866941], [-35.0846775, -7.786481], [-35.0846084, -7.7855738]]}, ""properties"": {""id"": ""way/1184013164"", ""name"": ""Rua Trinta e Um de Março"", ""highway"": ""residential"", ""alt_name"": ""Rua 31 de Março""}}]}",,2601052,false,Ciclorrota
1184013166,Avenida Presidente Vargas,0.08879721,residential,false,none,224,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/1184013166"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0851036, -7.788159], [-35.0850869, -7.7889574]]}, ""properties"": {""id"": ""way/1184013166"", ""name"": ""Avenida Presidente Vargas"", ""highway"": ""residential""}}]}",,2601052,false,Ciclorrota
1184013189,Avenida Brasil,0.046485927,residential,false,none,224,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/1184013189"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0846084, -7.7855738], [-35.0850239, -7.785501]]}, ""properties"": {""id"": ""way/1184013189"", ""name"": ""Avenida Brasil"", ""highway"": ""residential""}}]}",,2601052,false,Ciclorrota
23389998,Rua da Esperança,0.6954964,primary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/23389998"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0141818, -8.5044799], [-35.0137087, -8.5045391], [-35.0129195, -8.504632], [-35.0121168, -8.5047315], [-35.0119639, -8.5047441], [-35.0114192, -8.5047764], [-35.0113148, -8.5047785], [-35.0106059, -8.5047824], [-35.0105249, -8.5047832], [-35.0097062, -8.5047779], [-35.0095479, -8.5047779], [-35.0094821, -8.5047792], [-35.0088754, -8.5047799], [-35.0085555, -8.5047878], [-35.0084592, -8.504793], [-35.0080942, -8.5047845], [-35.0079674, -8.5047759], [-35.0078762, -8.5047636]]}, ""properties"": {""id"": ""way/23389998"", ""lit"": ""yes"", ""ref"": ""PE-009"", ""name"": ""Rua da Esperança"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""lane_markings"": ""no""}}]}",,2607208,false,Ciclovia
77530440,Rua da Esperança,0.18321264,primary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/77530440"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0076722, -8.5050364], [-35.0076084, -8.5050435], [-35.0075448, -8.5050353], [-35.0074781, -8.5050085], [-35.0074211, -8.5049649], [-35.007378, -8.5049078], [-35.007352, -8.5048414], [-35.007345, -8.5047693], [-35.0073581, -8.504698], [-35.0073904, -8.504633], [-35.0074331, -8.5045846], [-35.0074864, -8.5045479], [-35.0075471, -8.504525], [-35.0076243, -8.5045177], [-35.0077003, -8.5045327], [-35.0077687, -8.5045688], [-35.0078237, -8.5046228], [-35.0078606, -8.5046902], [-35.0078762, -8.5047636], [-35.0078668, -8.5048516], [-35.0078284, -8.5049317], [-35.0077855, -8.5049788], [-35.0077324, -8.5050144], [-35.0076722, -8.5050364]]}, ""properties"": {""id"": ""way/77530440"", ""lit"": ""yes"", ""ref"": ""PE-009"", ""name"": ""Rua da Esperança"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""concrete"", ""junction"": ""roundabout"", ""lane_markings"": ""no""}}]}",,2607208,false,Ciclovia
185834076,Avenida dos Pescadores,1.0500487,tertiary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/185834076"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0168087, -8.5544845], [-35.0171573, -8.5550017], [-35.0174296, -8.555385], [-35.0175563, -8.555517], [-35.0176375, -8.5555932], [-35.0178359, -8.5557165], [-35.0184978, -8.5560713], [-35.0192587, -8.5564609], [-35.0193212, -8.5564924], [-35.0193896, -8.5565355], [-35.0194728, -8.5565653], [-35.0195821, -8.5565925], [-35.0197148, -8.5566084], [-35.0199402, -8.5566297], [-35.0200136, -8.5566366], [-35.0200735, -8.5566499], [-35.0201732, -8.5566666], [-35.0207508, -8.5567185], [-35.0212865, -8.5567781], [-35.0214361, -8.5567947], [-35.022161, -8.5568803], [-35.0228591, -8.5569605], [-35.0232004, -8.557001], [-35.0235886, -8.5570454], [-35.0237804, -8.5570666], [-35.0239487, -8.5570891], [-35.0240392, -8.5571124], [-35.0241418, -8.5571429], [-35.0242618, -8.5571773], [-35.0243685, -8.5572297], [-35.0244342, -8.5572794], [-35.02452, -8.5573477], [-35.0245804, -8.5574293], [-35.0246541, -8.5575679], [-35.0247125, -8.5577071], [-35.024805, -8.55791], [-35.0248633, -8.5580519], [-35.0248975, -8.558174]]}, ""properties"": {""id"": ""way/185834076"", ""lit"": ""yes"", ""name"": ""Avenida dos Pescadores"", ""highway"": ""tertiary""}}]}",,2607208,false,Ciclovia
405996179,Avenida dos Santos,2.356406,secondary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/405996179"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0275254, -8.5265441], [-35.027546, -8.5267277], [-35.0276475, -8.5276303], [-35.0278037, -8.5291091], [-35.0278607, -8.5295561], [-35.0278848, -8.529877], [-35.0278848, -8.5302325], [-35.0278433, -8.5305481], [-35.0278004, -8.5307497], [-35.0277413, -8.5309858], [-35.0275643, -8.5314977], [-35.0273041, -8.5321622], [-35.0272317, -8.5323638], [-35.0271767, -8.5325322], [-35.0271083, -8.5327961], [-35.0270547, -8.533068], [-35.0270346, -8.5333717], [-35.0270265, -8.5351251], [-35.0270252, -8.5354785], [-35.0269233, -8.5358253], [-35.0268562, -8.5359964], [-35.026812, -8.5361144], [-35.0267033, -8.5363174], [-35.0266054, -8.5364619], [-35.026466, -8.5366211], [-35.0263546, -8.5367351], [-35.0261012, -8.5369354], [-35.0256372, -8.5372895], [-35.0251627, -8.5376607], [-35.0249186, -8.5378516], [-35.0240774, -8.5384964], [-35.0239044, -8.5386104], [-35.0236429, -8.538759], [-35.0233962, -8.5388651], [-35.0231574, -8.5389659], [-35.0224869, -8.5392749], [-35.0214804, -8.539692], [-35.0206845, -8.5400202], [-35.0205477, -8.5400839], [-35.0203545, -8.5401966], [-35.0201145, -8.540365], [-35.0199529, -8.5404917], [-35.0198416, -8.5406024], [-35.0197403, -8.5407231], [-35.0196049, -8.5409234], [-35.0194949, -8.5411104], [-35.0194024, -8.5413159], [-35.0192495, -8.541739], [-35.0191288, -8.5421117], [-35.018819, -8.5430825], [-35.0186802, -8.5434571]]}, ""properties"": {""id"": ""way/405996179"", ""ref"": ""PE-009"", ""name"": ""Avenida dos Santos"", ""lanes"": ""2"", ""oneway"": ""no"", ""highway"": ""secondary"", ""surface"": ""unpaved""}}]}",,2607208,false,Ciclovia
405996186,Rodovia PE-051,0.18264079,secondary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/405996186"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0282205, -8.5251286], [-35.0279921, -8.525308], [-35.0278969, -8.5254128], [-35.0277789, -8.5255693], [-35.0276703, -8.5257722], [-35.027622, -8.5258995], [-35.0275791, -8.5260905], [-35.0275709, -8.5261766], [-35.0275603, -8.5262868], [-35.0275254, -8.5265441]]}, ""properties"": {""id"": ""way/405996186"", ""ref"": ""PE-009"", ""name"": ""Rodovia PE-051"", ""oneway"": ""yes"", ""highway"": ""secondary"", ""surface"": ""asphalt""}}]}",,2607208,false,Ciclovia
405996189,Rodovia PE-051,0.23539242,primary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/405996189"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0280526, -8.5248628], [-35.0282067, -8.5247589], [-35.0283717, -8.5246687], [-35.0286124, -8.5245494], [-35.029289, -8.5242669], [-35.0293922, -8.5242205], [-35.0296256, -8.5241276], [-35.0299857, -8.5239625]]}, ""properties"": {""id"": ""way/405996189"", ""ref"": ""PE-009"", ""name"": ""Rodovia PE-051"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""asphalt""}}]}",,2607208,false,Ciclovia
405996198,"",0.09358865,primary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/405996198"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0286124, -8.5245494], [-35.028725, -8.5244088], [-35.0287767, -8.5243345], [-35.0288122, -8.5242549], [-35.028835, -8.5241707], [-35.0288478, -8.524121], [-35.0288571, -8.5240142], [-35.0288514, -8.5237748]]}, ""properties"": {""id"": ""way/405996198"", ""ref"": ""PE-009"", ""oneway"": ""yes"", ""highway"": ""primary""}}]}",,2607208,false,Ciclovia
405996201,"",0.04471877,primary_link,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/405996201"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0282205, -8.5251286], [-35.028147, -8.5251213], [-35.0280967, -8.5251064], [-35.0280458, -8.5250756], [-35.0280324, -8.5250421], [-35.0280273, -8.524993], [-35.028032, -8.5249506], [-35.0280526, -8.5248628]]}, ""properties"": {""id"": ""way/405996201"", ""oneway"": ""yes"", ""highway"": ""primary_link"", ""destination:ref"": ""PE-009""}}]}",,2607208,false,Ciclovia
405996205,"",0.078323744,primary,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/405996205"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0288514, -8.5237748], [-35.0289162, -8.5239917], [-35.0289483, -8.524054], [-35.0289825, -8.5241071], [-35.0290161, -8.5241389], [-35.0290845, -8.52418], [-35.0291743, -8.5242152], [-35.029289, -8.5242669]]}, ""properties"": {""id"": ""way/405996205"", ""ref"": ""PE-009"", ""oneway"": ""yes"", ""highway"": ""primary""}}]}",,2607208,false,Ciclovia
405996207,"",0.047712144,primary_link,false,none,97,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/405996207"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-35.0299857, -8.5239625], [-35.030091, -8.5239588], [-35.0301366, -8.5239655], [-35.0301872, -8.5239857], [-35.0302207, -8.5240165], [-35.0302395, -8.524059], [-35.0302412, -8.524111], [-35.0302227, -8.5241906]]}, ""properties"": {""id"": ""way/405996207"", ""oneway"": ""yes"", ""highway"": ""primary_link"", ""surface"": ""asphalt"", ""lane_markings"": ""no"", ""destination:ref"": ""PE-009""}}]}",,2607208,false,Ciclovia
